year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws
2010,6,11,16,1,15,25,1010,SE,6.71
2010,6,11,17,1,15,25,1009,SE,9.84
2010,6,11,18,1,15,24,1010,SE,11.63
2010,6,11,19,1,16,24,1011,SE,15.65
2010,6,11,20,1,16,22,1009,SE,18.78
2010,6,11,21,1,16,22,1010,SE,20.57
2010,6,11,22,1,16,22,1010,SE,21.46
2010,6,11,23,1,16,20,1010,cv,0.89
2010,6,12,0,1,16,20,1010,SE,1.79
2010,6,12,1,1,17,21,1009,SE,3.58
2010,6,12,2,1,17,20,1009,SE,4.47
2010,6,12,3,1,17,20,1009,SE,6.26
2010,6,12,4,1,16,20,1009,SE,8.05
2010,6,12,5,1,16,19,1009,SE,8.94
2010,6,12,6,1,15,20,1009,SE,12.07
2010,6,12,7,1,16,20,1010,SE,13.86
2010,6,12,8,1,16,21,1010,SE,15.65
2010,6,12,9,1,16,22,1010,SE,17.44
2010,6,12,10,1,16,25,1009,cv,0.89
2010,6,12,11,1,16,26,1009,cv,1.78
2010,6,12,12,1,16,27,1008,cv,3.57
2010,6,12,13,1,15,29,1007,SE,3.13
2010,6,12,14,1,16,30,1006,cv,1.79
2010,6,12,15,1,15,29,1006,SE,4.02
2010,6,12,16,1,15,31,1005,SE,7.15
2010,6,12,17,1,17,29,1004,SE,11.17
2010,6,12,18,1,17,28,1004,SE,15.19
2010,6,12,19,1,17,28,1006,NE,3.13
2010,6,12,20,1,17,26,1006,SE,3.13
2010,6,12,21,1,17,27,1007,SE,4.92
2010,6,12,22,1,18,27,1007,NW,4.92
2010,6,12,23,1,17,23,1007,NW,14.75
2010,6,13,0,1,15,24,1005,SE,3.13
2010,6,13,1,1,18,23,1006,SE,4.92
2010,6,13,2,1,18,23,1006,SE,8.94
2010,6,13,3,1,17,22,1006,SE,12.96
2010,6,13,4,1,17,21,1006,SE,16.09
2010,6,13,5,1,17,21,1006,SE,17.88
2010,6,13,6,1,17,21,1007,SE,19.67
2010,6,13,7,1,18,21,1007,SE,22.8
2010,6,13,8,1,18,21,1007,SE,25.93
2010,6,13,9,1,18,22,1007,SE,29.95
2010,6,13,10,1,18,24,1007,SE,33.08
2010,6,13,11,1,18,25,1006,SE,34.87
2010,6,13,12,1,18,26,1006,SE,38
2010,6,13,13,1,19,27,1004,SE,41.13
2010,6,13,14,1,19,28,1004,SE,42.92
2010,6,13,15,1,18,29,1003,SE,44.71
2010,6,13,16,2,19,29,1002,SE,47.84
2010,6,13,17,2,19,28,1002,SE,51.86
2010,6,13,18,1,19,27,1002,SE,53.65
2010,6,13,19,2,16,22,1005,NW,9.83
2010,6,13,20,1,17,19,1005,NE,4.02
2010,6,13,21,1,17,19,1004,SE,7.15
2010,6,13,22,1,17,20,1006,NW,3.13
2010,6,13,23,1,18,20,1006,SE,0.89
2010,6,14,0,1,17,19,1006,NE,1.79
2010,6,14,1,1,17,19,1006,NE,3.58
2010,6,14,2,1,17,18,1005,cv,0.89
2010,6,14,3,1,17,18,1004,NW,1.79
2010,6,14,4,1,17,18,1004,NW,4.92
2010,6,14,5,1,16,18,1004,cv,0.89
2010,6,14,6,1,18,19,1005,cv,1.78
2010,6,14,7,1,18,20,1005,SE,1.79
2010,6,14,8,1,18,21,1006,cv,0.89
2010,6,14,9,1,18,23,1006,cv,1.78
2010,6,14,10,1,18,24,1006,cv,3.57
2010,6,14,11,1,17,25,1005,cv,4.46
2010,6,14,12,1,17,27,1005,NE,1.79
2010,6,14,13,1,17,28,1003,cv,1.79
2010,6,14,14,1,18,29,1003,SE,3.13
2010,6,14,15,1,18,30,1002,SE,7.15
2010,6,14,16,1,18,30,1002,SE,11.17
2010,6,14,17,1,19,31,1001,SE,16.09
2010,6,14,18,1,19,29,1001,SE,19.22
2010,6,14,19,1,19,28,1001,SE,22.35
2010,6,14,20,1,20,28,1001,SE,26.37
2010,6,14,21,1,20,25,1002,SE,28.16
2010,6,14,22,1,21,25,1003,SE,29.95
2010,6,14,23,1,20,24,1003,SE,31.74
2010,6,15,0,1,21,24,1003,SE,34.87
2010,6,15,1,2,20,22,1002,cv,0.89
2010,6,15,2,2,20,22,1002,SE,1.79
2010,6,15,3,2,19,21,1002,NE,1.79
2010,6,15,4,2,19,21,1002,SE,1.79
2010,6,15,5,2,19,21,1002,cv,0.89
2010,6,15,6,1,19,22,1002,cv,1.78
2010,6,15,7,2,19,23,1003,NW,0.89
2010,6,15,8,2,19,25,1003,cv,0.89
2010,6,15,9,1,19,26,1003,NW,1.79
2010,6,15,10,1,20,28,1002,cv,0.89
2010,6,15,11,1,20,29,1002,NW,1.79
2010,6,15,12,1,20,30,1002,cv,1.79
2010,6,15,13,1,19,31,1000,NE,1.79
2010,6,15,14,1,19,31,1000,cv,0.89
2010,6,15,15,1,17,31,1000,SE,1.79
2010,6,15,16,1,14,32,999,SE,3.58
2010,6,15,17,1,15,33,999,cv,0.89
2010,6,15,18,1,17,32,998,SE,1.79
2010,6,15,19,1,18,30,999,cv,0.89
2010,6,15,20,1,19,28,998,NE,1.79
2010,6,15,21,2,17,30,1002,NW,7.15
2010,6,15,22,1,21,24,1000,NE,0.89
2010,6,15,23,1,21,24,1000,NW,4.02
2010,6,16,0,1,20,24,1000,cv,0.89
2010,6,16,1,1,20,23,1000,NE,1.79
2010,6,16,2,1,20,23,1000,cv,0.89
2010,6,16,3,1,21,23,1000,NW,0.89
2010,6,16,4,1,20,23,1000,NW,1.78
2010,6,16,5,1,20,22,1001,NW,3.57
2010,6,16,6,1,19,23,1001,NE,3.13
2010,6,16,7,1,19,24,1001,cv,0.89
2010,6,16,8,1,19,26,1001,cv,1.78
2010,6,16,9,1,18,27,1001,SE,3.13
2010,6,16,10,1,18,27,1000,SE,6.26
2010,6,16,11,1,18,28,1000,SE,10.28
2010,6,16,12,1,18,30,1000,NE,3.13
2010,6,16,13,1,19,31,999,SE,4.92
2010,6,16,14,1,20,30,998,SE,9.84
2010,6,16,15,1,20,30,998,SE,14.76
2010,6,16,16,1,19,30,998,SE,19.68
2010,6,16,17,1,20,29,998,SE,23.7
2010,6,16,18,1,15,26,1001,NW,9.83
2010,6,16,19,1,17,23,1002,NW,14.75
2010,6,16,20,1,16,22,1000,NE,3.13
2010,6,16,21,1,16,23,1002,NW,1.79
2010,6,16,22,1,18,21,1004,cv,0.89
2010,6,16,23,1,19,20,1004,NW,3.13
2010,6,17,0,1,18,20,1001,NE,4.02
2010,6,17,1,1,18,20,1002,NW,1.79
2010,6,17,2,1,18,20,1001,NE,1.79
2010,6,17,3,1,18,20,1001,NE,3.58
2010,6,17,4,1,18,20,1001,NW,4.02
2010,6,17,5,1,18,20,1001,NW,7.15
2010,6,17,6,1,18,20,1002,NW,11.17
2010,6,17,7,1,18,21,1003,NW,16.09
2010,6,17,8,1,18,20,1003,SE,4.02
2010,6,17,9,1,18,21,1003,NW,4.92
2010,6,17,10,1,17,18,1003,NE,1.79
2010,6,17,11,1,17,19,1002,NE,3.58
2010,6,17,12,1,17,19,1003,SE,1.79
2010,6,17,13,1,17,19,1002,cv,0.89
2010,6,17,14,1,17,19,1002,NE,1.79
2010,6,17,15,1,17,19,1001,NW,1.79
2010,6,17,16,1,18,19,1002,cv,0.89
2010,6,17,17,1,17,20,1001,NW,4.92
2010,6,17,18,1,17,20,1002,NE,3.13
2010,6,17,19,1,17,21,1002,SE,1.79
2010,6,17,20,1,17,20,1002,cv,0.89
2010,6,17,21,1,17,20,1003,cv,1.78
2010,6,17,22,1,17,19,1004,cv,2.67
2010,6,17,23,1,17,19,1003,NW,3.13
2010,6,18,0,1,17,20,1004,NW,6.26
2010,6,18,1,1,17,19,1003,NW,8.05
2010,6,18,2,1,17,18,1002,cv,0.89
2010,6,18,3,1,16,18,1002,NW,1.79
2010,6,18,4,1,17,18,1003,cv,0.89
2010,6,18,5,1,16,18,1003,cv,1.78
2010,6,18,6,1,17,19,1003,NW,1.79
2010,6,18,7,1,17,20,1004,NW,4.92
2010,6,18,8,1,16,20,1005,NW,8.05
2010,6,18,9,1,17,22,1005,NW,11.18
2010,6,18,10,1,17,23,1005,NE,1.79
2010,6,18,11,1,17,23,1004,cv,0.89
2010,6,18,12,1,17,25,1004,cv,1.78
2010,6,18,13,1,17,27,1003,cv,2.67
2010,6,18,14,1,16,27,1003,cv,4.46
2010,6,18,15,1,18,26,1002,SE,1.79
2010,6,18,16,1,18,27,1003,SE,4.92
2010,6,18,17,1,19,25,1002,SE,8.94
2010,6,18,18,1,19,25,1002,SE,12.07
2010,6,18,19,1,17,22,1003,SE,15.2
2010,6,18,20,1,16,22,1003,SE,16.99
2010,6,18,21,1,17,20,1004,SE,18.78
2010,6,18,22,1,17,20,1004,cv,0.89
2010,6,18,23,1,17,19,1005,SE,0.89
2010,6,19,0,1,16,19,1005,cv,0.89
2010,6,19,1,1,16,18,1005,cv,1.34
2010,6,19,2,1,16,18,1005,SE,0.89
2010,6,19,3,1,17,18,1005,cv,0.89
2010,6,19,4,1,16,18,1005,SE,0.89
2010,6,19,5,1,16,18,1005,cv,0.89
2010,6,19,6,1,17,19,1005,cv,1.34
2010,6,19,7,1,19,20,1006,cv,1.79
2010,6,19,8,1,17,22,1006,cv,2.68
2010,6,19,9,1,17,24,1005,NE,1.79
2010,6,19,10,1,18,26,1005,cv,0.89
2010,6,19,11,1,18,28,1005,cv,2.68
2010,6,19,12,1,18,29,1004,SE,1.79
2010,6,19,13,1,17,31,1003,SE,3.58
2010,6,19,14,1,16,31,1003,SE,5.37
2010,6,19,15,1,19,32,1002,SE,8.5
2010,6,19,16,1,19,31,1002,SE,12.52
2010,6,19,17,1,19,31,1002,SE,16.54
2010,6,19,18,1,19,28,1003,SE,19.67
2010,6,19,19,1,20,27,1003,SE,21.46
2010,6,19,20,1,21,26,1004,SE,23.25
2010,6,19,21,1,21,24,1005,cv,0.89
2010,6,19,22,1,21,24,1005,cv,1.78
2010,6,19,23,1,21,24,1006,cv,2.67
2010,6,20,0,2,21,24,1006,cv,3.56
2010,6,20,1,2,20,22,1006,NE,0.89
2010,6,20,2,2,20,22,1006,NW,1.79
2010,6,20,3,2,20,22,1007,NW,4.92
2010,6,20,4,1,19,21,1007,NW,8.05
2010,6,20,5,1,19,21,1007,NW,9.84
2010,6,20,6,1,19,24,1008,NW,12.97
2010,6,20,7,1,19,25,1009,NW,16.99
2010,6,20,8,FALSE,18,27,1009,NW,20.12
2010,6,20,9,FALSE,17,29,1009,NW,25.04
2010,6,20,10,1,15,30,1010,NE,4.92
2010,6,20,11,1,14,32,1009,NW,3.13
2010,6,20,12,1,10,33,1009,NW,4.92
2010,6,20,13,1,11,34,1007,cv,0.89
2010,6,20,14,1,10,34,1007,NW,3.13
2010,6,20,15,1,12,34,1006,cv,1.79
2010,6,20,16,1,10,35,1006,cv,3.58
2010,6,20,17,1,16,33,1005,SE,5.81
2010,6,20,18,1,16,32,1005,SE,10.73
2010,6,20,19,1,17,30,1005,SE,16.54
2010,6,20,20,1,17,28,1005,SE,21.46
2010,6,20,21,1,15,27,1006,SE,26.38
2010,6,20,22,1,15,26,1006,SE,31.3
2010,6,20,23,1,15,25,1006,SE,36.22
2010,6,21,0,1,15,24,1006,SE,40.24
2010,6,21,1,1,15,22,1006,SE,43.37
2010,6,21,2,1,14,20,1006,cv,0.89
2010,6,21,3,1,14,20,1006,cv,1.78
2010,6,21,4,1,14,20,1006,cv,2.67
2010,6,21,5,1,14,19,1006,cv,3.56
2010,6,21,6,1,15,20,1006,NW,0.89
2010,6,21,7,1,13,23,1006,cv,0.89
2010,6,21,8,1,13,24,1006,SE,1.79
2010,6,21,9,1,14,25,1005,SE,3.58
2010,6,21,10,1,15,25,1005,SE,5.37
2010,6,21,11,1,15,28,1004,NE,1.79
2010,6,21,12,1,16,28,1004,cv,0.89
2010,6,21,13,1,17,30,1003,cv,1.78
2010,6,21,14,1,16,30,1003,SE,3.13
2010,6,21,15,1,16,30,1002,cv,1.79
2010,6,21,16,1,17,30,1001,SE,4.02
2010,6,21,17,1,14,31,1001,SE,5.81
2010,6,21,18,1,15,31,1001,NW,3.13
2010,6,21,19,1,16,29,1001,SE,1.79
2010,6,21,20,1,17,28,1001,cv,1.79
2010,6,21,21,1,18,27,1001,cv,3.58
2010,6,21,22,1,18,26,1001,SE,4.92
2010,6,21,23,1,18,26,1002,SE,6.71
2010,6,22,0,1,18,26,1002,cv,1.79
2010,6,22,1,1,19,25,1002,NE,1.79
2010,6,22,2,1,19,24,1001,cv,1.79
2010,6,22,3,1,19,25,1001,SE,1.79
2010,6,22,4,1,18,25,1001,SE,4.92
2010,6,22,5,1,19,23,1002,NE,1.79
2010,6,22,6,1,20,25,1003,cv,0.45
2010,6,22,7,1,20,27,1003,cv,1.34
2010,6,22,8,1,20,28,1004,cv,2.23
2010,6,22,9,1,20,29,1004,cv,4.02
2010,6,22,10,FALSE,19,29,1005,SE,5.81
2010,6,22,11,FALSE,19,30,1005,SE,11.62
2010,6,22,12,FALSE,17,30,1006,SE,13.41
2010,6,22,13,FALSE,16,29,1006,SE,20.56
2010,6,22,14,FALSE,15,29,1005,SE,26.37
2010,6,22,15,FALSE,16,30,1005,SE,31.29
2010,6,22,16,FALSE,15,29,1005,SE,36.21
2010,6,22,17,FALSE,15,29,1006,SE,41.13
2010,6,22,18,FALSE,16,28,1006,SE,45.15
2010,6,22,19,FALSE,15,26,1007,SE,49.17
2010,6,22,20,FALSE,14,25,1008,SE,52.3
2010,6,22,21,FALSE,13,24,1009,SE,56.32
2010,6,22,22,FALSE,13,24,1009,SE,59.45
2010,6,22,23,FALSE,14,23,1009,cv,0.89
2010,6,23,0,FALSE,13,23,1010,SE,1.79
2010,6,23,1,FALSE,10,23,1011,SE,5.81
2010,6,23,2,FALSE,12,22,1011,SE,6.7
2010,6,23,3,FALSE,12,21,1011,SE,8.49
2010,6,23,4,FALSE,13,20,1011,SE,9.38
2010,6,23,5,FALSE,13,19,1011,NE,0.89
2010,6,23,6,FALSE,14,22,1011,cv,0.89
2010,6,23,7,FALSE,10,23,1011,cv,1.78
2010,6,23,8,FALSE,8,24,1011,cv,2.67
2010,6,23,9,FALSE,8,27,1011,cv,3.56
2010,6,23,10,1,8,28,1011,cv,4.45
2010,6,23,11,1,9,29,1011,SE,4.02
2010,6,23,12,1,9,30,1010,SE,7.15
2010,6,23,13,1,10,30,1009,SE,11.17
2010,6,23,14,1,10,31,1008,SE,15.19
2010,6,23,15,1,10,31,1008,SE,19.21
2010,6,23,16,1,11,31,1007,SE,23.23
2010,6,23,17,1,11,30,1007,SE,26.36
2010,6,23,18,1,11,29,1007,SE,29.49
2010,6,23,19,1,12,27,1007,SE,31.28
2010,6,23,20,1,12,26,1007,cv,0.89
2010,6,23,21,1,13,26,1008,SE,3.13
2010,6,23,22,1,13,26,1009,SE,6.26
2010,6,23,23,1,11,25,1009,SE,11.18
2010,6,24,0,1,12,23,1009,SE,14.31
2010,6,24,1,1,13,21,1009,SE,16.1
2010,6,24,2,1,14,21,1009,SE,19.23
2010,6,24,3,1,14,20,1009,SE,21.02
2010,6,24,4,1,14,19,1009,SE,22.81
2010,6,24,5,1,14,17,1009,NW,0.89
2010,6,24,6,1,16,21,1010,cv,0.45
2010,6,24,7,1,15,23,1010,cv,1.34
2010,6,24,8,1,15,23,1010,cv,2.23
2010,6,24,9,1,13,26,1009,cv,3.12
2010,6,24,10,1,13,27,1009,SE,1.79
2010,6,24,11,1,13,28,1009,SE,4.92
2010,6,24,12,1,12,31,1008,SE,8.05
2010,6,24,13,1,12,31,1007,SE,11.18
2010,6,24,14,1,11,32,1007,SE,14.31
2010,6,24,15,1,12,32,1006,SE,18.33
2010,6,24,16,1,12,33,1006,SE,22.35
2010,6,24,17,1,11,33,1006,cv,1.79
2010,6,24,18,1,11,32,1006,SE,4.02
2010,6,24,19,1,12,29,1006,SE,7.15
2010,6,24,20,1,11,29,1006,SE,10.28
2010,6,24,21,1,14,27,1007,SE,13.41
2010,6,24,22,1,15,25,1008,SE,15.2
2010,6,24,23,1,14,23,1008,cv,0.89
2010,6,25,0,1,15,23,1009,SE,1.79
2010,6,25,1,2,15,22,1008,SE,3.58
2010,6,25,2,2,15,22,1008,SE,5.37
2010,6,25,3,2,15,21,1009,SE,7.16
2010,6,25,4,2,16,21,1009,cv,0.45
2010,6,25,5,1,16,19,1009,NE,0.89
2010,6,25,6,2,18,22,1010,cv,0.45
2010,6,25,7,1,17,23,1010,cv,1.34
2010,6,25,8,1,17,24,1010,cv,2.23
2010,6,25,9,1,16,25,1010,SE,1.79
2010,6,25,10,1,16,26,1009,SE,3.58
2010,6,25,11,1,15,28,1009,cv,1.79
2010,6,25,12,2,15,29,1008,cv,3.58
2010,6,25,13,1,14,31,1007,cv,5.37
2010,6,25,14,1,15,32,1007,SE,3.13
2010,6,25,15,1,14,31,1007,SE,7.15
2010,6,25,16,1,14,31,1006,SE,11.17
2010,6,25,17,2,15,31,1006,SE,14.3
2010,6,25,18,2,15,30,1006,SE,16.09
2010,6,25,19,1,16,28,1006,SE,19.22
2010,6,25,20,1,16,28,1006,SE,22.35
2010,6,25,21,2,18,26,1007,SE,25.48
2010,6,25,22,2,17,25,1008,SE,27.27
2010,6,25,23,2,17,24,1008,SE,29.06
2010,6,26,0,2,17,24,1007,cv,0.89
2010,6,26,1,2,17,23,1007,cv,1.78
2010,6,26,2,2,18,22,1008,SE,0.89
2010,6,26,3,2,17,22,1008,SE,4.02
2010,6,26,4,2,18,22,1008,SE,5.81
2010,6,26,5,2,18,21,1008,SE,7.6
2010,6,26,6,2,18,21,1008,SE,8.49
2010,6,26,7,2,18,23,1008,cv,0.89
2010,6,26,8,2,18,24,1009,cv,1.78
2010,6,26,9,2,17,25,1008,SE,1.79
2010,6,26,10,2,17,27,1008,cv,1.79
2010,6,26,11,2,17,28,1007,SE,1.79
2010,6,26,12,1,17,30,1006,SE,4.92
2010,6,26,13,1,17,30,1006,SE,8.05
2010,6,26,14,1,17,31,1005,cv,3.13
2010,6,26,15,1,17,32,1005,SE,3.13
2010,6,26,16,1,16,31,1005,SE,6.26
2010,6,26,17,1,16,31,1004,SE,9.39
2010,6,26,18,1,15,30,1004,SE,13.41
2010,6,26,19,1,15,29,1004,SE,16.54
2010,6,26,20,1,16,27,1005,SE,19.67
2010,6,26,21,1,14,26,1005,SE,23.69
2010,6,26,22,1,14,25,1006,SE,26.82
2010,6,26,23,1,14,24,1006,SE,28.61
2010,6,27,0,1,14,23,1006,SE,30.4
2010,6,27,1,1,13,23,1006,SE,32.19
2010,6,27,2,1,12,22,1006,SE,33.98
2010,6,27,3,1,13,22,1006,SE,35.77
2010,6,27,4,1,14,22,1006,SE,37.56
2010,6,27,5,1,15,22,1006,cv,0.45
2010,6,27,6,1,17,21,1006,SE,3.13
2010,6,27,7,1,16,22,1006,cv,0.89
2010,6,27,8,1,14,24,1006,cv,1.78
2010,6,27,9,1,16,25,1005,SE,3.13
2010,6,27,10,1,16,27,1005,cv,0.89
2010,6,27,11,1,14,27,1004,cv,2.68
2010,6,27,12,1,15,29,1004,SE,1.79
2010,6,27,13,1,15,29,1003,cv,1.79
2010,6,27,14,1,15,30,1002,SE,3.13
2010,6,27,15,1,14,32,1001,SE,8.05
2010,6,27,16,1,16,32,1001,SE,12.97
2010,6,27,17,1,16,31,1001,SE,16.99
2010,6,27,18,1,16,30,1004,NE,4.92
2010,6,27,19,1,19,26,1002,SE,4.92
2010,6,27,20,1,20,25,1002,NW,8.05
2010,6,27,21,1,18,24,1003,NE,4.92
2010,6,27,22,1,19,24,1002,SE,4.92
2010,6,27,23,1,18,26,1002,SE,8.05
2010,6,28,0,1,19,23,1002,cv,0.89
2010,6,28,1,1,19,23,1002,SE,1.79
2010,6,28,2,1,19,22,1002,NE,1.79
2010,6,28,3,1,19,22,1002,cv,0.89
2010,6,28,4,1,19,21,1002,NE,1.79
2010,6,28,5,1,19,21,1002,NW,3.13
2010,6,28,6,1,19,21,1002,NW,4.92
2010,6,28,7,1,20,23,1002,NW,8.05
2010,6,28,8,1,19,25,1002,NW,9.84
2010,6,28,9,1,19,26,1002,cv,0.89
2010,6,28,10,1,18,27,1002,cv,1.78
2010,6,28,11,2,19,29,1002,cv,3.57
2010,6,28,12,1,18,30,1002,SE,3.13
2010,6,28,13,1,18,30,1001,SE,6.26
2010,6,28,14,1,18,31,1001,SE,10.28
2010,6,28,15,2,19,32,1001,SE,14.3
2010,6,28,16,1,19,31,1001,SE,18.32
2010,6,28,17,2,18,31,1001,SE,22.34
2010,6,28,18,2,19,30,1001,SE,25.47
2010,6,28,19,2,19,29,1001,SE,28.6
2010,6,28,20,2,20,28,1002,SE,31.73
2010,6,28,21,2,20,27,1002,SE,33.52
2010,6,28,22,2,20,26,1003,SE,35.31
2010,6,28,23,2,19,26,1003,SE,38.44
2010,6,29,0,2,19,25,1003,SE,40.23
2010,6,29,1,2,20,24,1003,SE,42.02
2010,6,29,2,2,20,24,1003,SE,43.81
2010,6,29,3,2,19,23,1003,SE,45.6
2010,6,29,4,2,19,22,1003,cv,0.45
2010,6,29,5,2,19,22,1003,SE,0.89
2010,6,29,6,2,20,22,1004,SE,1.78
2010,6,29,7,2,20,23,1004,cv,0.89
2010,6,29,8,2,20,25,1004,cv,1.78
2010,6,29,9,2,20,26,1004,cv,2.67
2010,6,29,10,2,20,27,1004,cv,3.56
2010,6,29,11,2,20,30,1004,cv,5.35
2010,6,29,12,2,18,31,1003,SE,3.13
2010,6,29,13,1,18,31,1003,SE,6.26
2010,6,29,14,1,18,32,1002,SE,9.39
2010,6,29,15,2,19,32,1002,SE,12.52
2010,6,29,16,2,19,32,1002,SE,16.54
2010,6,29,17,2,19,31,1001,SE,19.67
2010,6,29,18,2,20,31,1002,SE,21.46
2010,6,29,19,2,20,30,1002,SE,23.25
2010,6,29,20,2,20,29,1002,SE,26.38
2010,6,29,21,1,21,28,1003,cv,0.89
2010,6,29,22,1,21,27,1003,SE,0.89
2010,6,29,23,2,20,27,1003,SE,4.02
2010,6,30,0,2,20,26,1003,SE,7.15
2010,6,30,1,1,21,26,1003,SE,8.94
2010,6,30,2,1,20,25,1004,SE,10.73
2010,6,30,3,1,20,25,1003,SE,12.52
2010,6,30,4,1,19,25,1003,cv,0.89
2010,6,30,5,2,20,24,1003,cv,1.34
2010,6,30,6,2,20,24,1003,SE,0.89
2010,6,30,7,2,20,24,1004,cv,0.89
2010,6,30,8,2,20,25,1004,SE,1.79
2010,6,30,9,2,20,25,1004,SE,3.58
2010,6,30,10,1,20,26,1004,SE,5.37
2010,6,30,11,1,20,26,1004,cv,0.89
2010,6,30,12,1,20,27,1003,cv,1.78
2010,6,30,13,1,19,28,1003,SE,3.13
2010,6,30,14,1,20,28,1002,SE,6.26
2010,6,30,15,1,20,29,1002,SE,8.05
2010,6,30,16,1,19,29,1002,SE,11.18
2010,6,30,17,1,20,29,1001,SE,12.97
2010,6,30,18,2,20,28,1001,SE,14.76
2010,6,30,19,2,20,28,1001,SE,15.65
2010,6,30,20,2,20,26,1001,SE,17.44
2010,6,30,21,2,21,26,1002,SE,19.23
2010,6,30,22,2,21,26,1002,SE,21.02
2010,6,30,23,2,21,25,1002,cv,0.89
2010,7,1,0,2,21,25,1002,SE,1.79
2010,7,1,1,2,21,25,1001,SE,3.58
2010,7,1,2,2,22,25,1001,SE,5.37
2010,7,1,3,2,22,25,1000,SE,7.16
2010,7,1,4,2,22,25,1000,SE,8.95
2010,7,1,5,2,22,24,1000,SE,12.08
2010,7,1,6,2,22,24,1000,SE,15.21
2010,7,1,7,1,22,24,1001,cv,0.89
2010,7,1,8,2,22,24,1001,SE,1.79
2010,7,1,9,1,21,24,1001,SE,3.58
2010,7,1,10,1,22,23,1001,cv,0.89
2010,7,1,11,1,22,23,1001,NW,3.13
2010,7,1,12,1,22,24,1000,cv,0.89
2010,7,1,13,1,22,24,1000,NW,3.13
2010,7,1,14,1,22,24,1000,NW,7.15
2010,7,1,15,1,22,25,1000,NW,11.17
2010,7,1,16,1,21,24,1000,NE,3.13
2010,7,1,17,1,19,23,1000,NE,7.15
2010,7,1,18,1,20,23,1000,NW,4.02
2010,7,1,19,1,20,24,1000,NW,7.15
2010,7,1,20,1,20,24,1000,NW,11.17
2010,7,1,21,1,20,23,1000,NE,1.79
2010,7,1,22,1,20,22,1000,NW,3.13
2010,7,1,23,1,19,22,1000,NW,4.92
2010,7,2,0,1,19,23,1000,NW,8.05
2010,7,2,1,1,20,22,1000,NW,12.07
2010,7,2,2,1,19,22,1000,NW,16.09
2010,7,2,3,1,18,21,999,NW,19.22
2010,7,2,4,1,19,21,1000,NW,23.24
2010,7,2,5,1,18,20,1000,NW,28.16
2010,7,2,6,1,19,21,1000,NW,29.95
2010,7,2,7,1,20,23,1000,NW,31.74
2010,7,2,8,1,19,25,1001,NW,35.76
2010,7,2,9,1,19,27,1001,NE,3.13
2010,7,2,10,1,18,30,1000,cv,0.89
2010,7,2,11,1,18,32,1000,cv,2.68
2010,7,2,12,1,16,34,1000,cv,4.47
2010,7,2,13,1,15,35,999,cv,6.26
2010,7,2,14,1,14,36,999,cv,8.05
2010,7,2,15,1,13,37,999,SE,3.13
2010,7,2,16,1,12,37,998,cv,1.79
2010,7,2,17,1,11,37,998,cv,4.92
2010,7,2,18,1,13,36,998,cv,5.81
2010,7,2,19,1,16,33,999,SE,4.92
2010,7,2,20,1,16,31,999,SE,8.94
2010,7,2,21,1,17,29,1000,SE,12.07
2010,7,2,22,1,18,28,1000,cv,0.89
2010,7,2,23,1,19,26,1000,cv,1.78
2010,7,3,0,1,19,25,1001,NE,0.89
2010,7,3,1,1,20,25,1000,cv,0.89
2010,7,3,2,1,20,24,1000,cv,1.78
2010,7,3,3,1,20,24,1000,NW,0.89
2010,7,3,4,1,21,23,1000,cv,0.89
2010,7,3,5,1,20,24,1001,NE,0.89
2010,7,3,6,1,20,25,1001,cv,0.89
2010,7,3,7,1,21,27,1002,cv,1.78
2010,7,3,8,1,22,28,1002,cv,2.67
2010,7,3,9,1,21,29,1001,SE,1.79
2010,7,3,10,1,20,31,1001,cv,1.79
2010,7,3,11,1,20,33,1001,NE,1.79
2010,7,3,12,1,20,35,1000,cv,1.79
2010,7,3,13,1,19,36,1000,SE,3.13
2010,7,3,14,1,17,37,999,SE,6.26
2010,7,3,15,1,16,37,998,SE,9.39
2010,7,3,16,1,16,38,998,SE,13.41
2010,7,3,17,1,17,37,998,SE,17.43
2010,7,3,18,1,17,37,998,SE,20.56
2010,7,3,19,1,17,34,998,SE,22.35
2010,7,3,20,1,17,33,998,SE,23.24
2010,7,3,21,1,18,30,999,SE,25.03
2010,7,3,22,1,20,30,999,SE,26.82
2010,7,3,23,1,21,30,1000,SE,30.84
2010,7,4,0,1,22,29,1000,SE,34.86
2010,7,4,1,1,21,28,1000,cv,0.89
2010,7,4,2,1,21,27,1000,SE,1.79
2010,7,4,3,1,21,27,1000,NE,1.79
2010,7,4,4,2,20,26,1000,cv,0.89
2010,7,4,5,1,20,26,1000,cv,1.78
2010,7,4,6,1,21,26,1001,NW,0.89
2010,7,4,7,1,21,28,1001,cv,0.89
2010,7,4,8,1,20,29,1001,NW,1.79
2010,7,4,9,1,20,30,1001,NW,5.81
2010,7,4,10,1,20,30,1001,NW,7.6
2010,7,4,11,1,22,29,1001,cv,0.89
2010,7,4,12,1,19,33,1000,cv,1.78
2010,7,4,13,1,14,37,1000,SE,3.13
2010,7,4,14,1,15,37,999,SE,6.26
2010,7,4,15,1,14,38,998,cv,3.13
2010,7,4,16,1,18,37,998,SE,5.81
2010,7,4,17,1,17,37,998,SE,10.73
2010,7,4,18,1,16,36,997,SE,15.65
2010,7,4,19,1,18,34,998,SE,18.78
